Accession,PeptideCounts,Name,Gene.name,NDM_B1_01,NDM_B1_02,NDM_B1_03,NDM_B1_04,NDM_B1_05,NDM_B2_06,NDM_B2_07,NDM_B2_08,NDM_B2_09,NDM_B2_10,DM_B1_11,DM_B1_12,DM_B1_13,DM_B1_14,DM_B1_15,DM_B2_16,DM_B2_17,DM_B2_18,DM_B2_19,DM_B2_20,Number of samples imputed,Fold-change (DM/NDM,pValue,qValue,tStatistic,RepeatedlySignificant
P05141,11,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,23646013.0625275,86217962.3360154,31405599.0745231,43062704.9822167,38503380.910573,7106476.18470076,70475288.5803674,25914382.5769549,83671983.7507861,61837278.8392921,8683059.45118712,26488375.1989985,6017122.91165256,70727040.9116564,31996531.1713022,28231428.06792,40058570.267467,25325100.0728001,33327360.7469705,45688113.9058172,0,0.670867210660322,0.218617515093303,0.558274600234128,-1.26882950231256,False
P05155,15,Plasma protease C1 inhibitor,SERPING1,171106888.883863,166894567.343012,196443201.932884,173374946.765752,111835016.53925,173825280.251794,189855047.794444,260775335.325737,102820612.168718,145588528.912438,224931316.876972,244961680.676161,44060704.7310636,158801978.740286,171590686.276026,302187054.03679,367683717.954382,252783277.254527,240126693.443661,404496987.072946,0,1.42487232945934,0.157194010200452,0.515644929219471,1.46791467787422,False
P05156,14,Complement factor I;Complement factor I heavy chain;Complement factor I light chain,CFI,20445383.0382299,18822634.1131712,18113025.7461501,16815424.2321372,12123798.6466985,33272851.2408718,34721328.1379249,41168996.9273178,27910250.926242,21235078.2723186,21956287.9569982,44623816.7636332,7366616.24841126,27110388.8323108,14361721.2222721,39970721.1053164,26064008.1358944,29545666.6161616,72140265.1243444,55203152.156048,0,1.3830860629744,0.267975013907103,0.587927183588789,1.13843220982894,False
P05161,3,Ubiquitin-like protein ISG15,ISG15,4869951.23348713,10614701.2299199,19627400.8046024,5098382.86122322,9590123.4128313,10254828.0402585,12302009.9121328,1356385.52366076,1953482.48872518,1348116.03314779,5739752.81730751,1297535.17310758,2944303.64395377,5200245.82631159,5154270.83930388,3914468.17193356,7232333.70621849,2471110.67130767,3810386.5538072,3970628.44875346,11,0.541905201499709,0.2615680748488,0.587927183588789,-1.15428147395514,False
P05165,6,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,2742034.09213689,2433947.21619731,5517503.90029595,8091551.44319463,1047894.80499681,1873546.03857809,3283936.61307358,4226104.57876276,3616729.93518103,1055018.33511739,1776867.98050304,1830855.93601656,2362329.8536184,1062400.06764826,2338230.28687003,2125586.494628,1905855.43682441,1464830.53128016,950795.869832795,2359078.99861496,7,0.536375361968616,0.0678881297405334,0.381767755252692,-1.92671568041839,False
P05166,10,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,8998963.84340993,11949879.868375,8704783.91383952,26609379.2984993,1420184.05884686,2592987.71739208,3977998.22947546,2542063.62638978,15717356.7437786,1288296.09341326,700193.175693176,10935499.498162,10249578.7925579,12119457.158482,5562169.19616063,5968250.70723485,2391245.23011708,1616622.40558741,932314.240188099,2232034.81855956,3,0.628951961446749,0.304483121974553,0.613004169071843,-1.05305195173964,False
P05204,2,Non-histone chromosomal protein HMG-17,HMGN2,672675.808314162,979300.051862865,238960.061021285,1034315.58796519,957529.93744079,681002.35806174,743088.245920271,1762030.32068363,148375.004397628,256545.514119032,717027.72620787,649408.130485122,625619.045782742,973038.599877301,994387.542338273,1084459.46524384,797855.039777773,682231.184117432,1545518.74769398,1274665.74291924,6,1.25025858415952,0.130941990247343,0.480582462943449,1.57288347215202,False
P05230,2,Fibroblast growth factor 1,FGF1,1109688.62404684,536637.139920413,1131610.97098166,1095699.39860625,2309667.54213576,960070.293634586,533510.10219668,14459.1677467024,1273944.61423053,1508651.18978913,816824.803544745,1484380.01571125,521071.219300143,952399.08208589,4444878.19849643,526167.566533252,1363287.36470588,611467.652966603,1181534.20885332,2282515.9841721,5,1.35426853619687,0.297218597262247,0.608461038679821,1.06942667367668,False
P05362,5,Intercellular adhesion molecule 1,ICAM1,3009075.33680565,4298066.36015393,1896529.43861247,5079972.41153168,5402590.30397175,6187145.38162928,1242353.42874935,1060051.86690251,1275791.64082293,2912504.15610505,1408483.82307195,3615051.21620644,3914698.72456152,3399328.5802454,4839522.32110262,1197277.92338791,1340850.11380552,715013.125930476,5177166.66680232,3846172.9432133,5,0.910069593892237,0.72885244354713,0.795870457583298,-0.351394164792817,False
P05386,4,60S acidic ribosomal protein P1,RPLP1,35611538.213741,37793201.2169844,51962445.7546775,79494142.5180002,48176065.9818458,50142060.8115876,36442381.9787876,48531398.4719287,40122454.9321714,48957652.3499608,43560369.1889424,43668963.9226583,54245083.2837556,23253856.7116564,53778573.8065774,32376752.5789367,27183178.2108043,39372961.996997,35530536.258365,30856336.4589104,0,0.804274509874613,0.0860664236399559,0.419883675208394,-1.80259474451747,False
P05387,5,60S acidic ribosomal protein P2,RPLP2,49818712.1668778,102629533.894525,46271655.5745983,123394538.171934,70646837.5586596,37620804.454648,43410369.1195527,91562033.6717817,50018319.6797233,53469823.0550203,49460995.5122032,71884459.6286326,59281675.4563401,51818184.9083845,80761823.5962009,33507913.8609258,47367729.1207683,26924714.3520794,38063300.7415446,49529308.6288089,0,0.76041819855746,0.103873190798132,0.437355574810954,-1.70142113356341,False
P05388,6,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,17899372.4377698,27163275.933619,20950608.1094186,29052193.3863459,16630512.2168367,23682948.3319022,23281918.7050679,19353138.0933566,23652854.6307609,31656552.054164,26939935.5379379,31552070.718276,30970113.9362882,24989869.4858896,20125404.6700492,25157570.9569436,16387270.567587,22186250.3626354,10174158.0290288,32109520.4293629,0,1.03115329027385,0.996615546337343,0.843797505224354,0.00429343902456773,False
P05413,2,"Fatty acid-binding protein, heart",FABP3,7656752.46756016,1282358.35534371,4190121.62188373,3160958.19402597,2314402.99885435,3831186.10819749,8258238.39611254,3486364.18372691,3552251.91595544,14524841.554271,2395005.73036693,2636124.18179055,4198844.90454041,5950602.30723926,3526643.96157535,2694385.37028502,1995838.34208884,4444903.72936573,3757483.29833605,3382866.58125577,0,0.669429548098601,0.346832924837644,0.630980493438796,-0.962706429657417,False
P05452,7,Tetranectin,CLEC3B,16026098.0348696,16163926.828319,11500333.8070794,25791144.6681896,13733236.2627509,22948120.363497,10448248.3052277,12919838.3065331,11637107.0896595,17103034.2746022,8139854.27743649,15607651.2533287,15956621.4936856,27403164.2143149,33157334.2132537,17762330.1641399,9972011.79015606,7387394.62130312,22567548.4680774,22307072.9316713,0,1.13893817103775,0.751667052057041,0.801904289788762,0.320691047256411,False
P05455,11,Lupus La protein,SSB,10073409.3036421,7412913.98797446,6979108.82463591,5586478.02284359,6275509.59924211,12077574.1269188,6829224.58289696,7690678.4411008,15986854.7147606,13367122.319275,7336605.72430682,13837251.2974702,9678444.90846156,9767078.47484663,14642308.8566965,17760063.3078634,11787634.1330132,8084472.67804168,13985558.7027491,16783903.5364728,0,1.34010436367831,0.0630521732950943,0.365730721989237,1.96465550311544,False
P05534,12,"HLA class I histocompatibility antigen, A-24 alpha chain",HLA-A,12420860.0641042,26218466.3359279,2041934.26889829,9892748.52106526,3893986.64863733,4773728.98608322,10556902.7886749,14843302.2043554,14184124.7077608,15114371.3951331,3274126.12867342,1653004.45076415,5392413.63665864,5651864.39787321,6277732.71517186,2260509.07895694,5456739.41896759,1326038.56761307,11734212.4954784,2086604.41181902,1,0.395937130631736,0.00956996101222015,0.181482743058785,-2.85567083852159,False
P05543,5,Thyroxine-binding globulin,SERPINA7,6899954.43992814,5147904.61247158,5486609.66575057,5918852.06355724,3669155.39921567,5235582.95467287,14935429.6445371,13373226.2253055,8053791.54465008,1714038.00563762,1289666.21085838,6774721.48120007,2084739.76259499,1912289.54470348,6697529.97965845,7358971.09237922,8655573.40533013,8396316.67390117,12597904.621541,12484712.5530933,1,0.969019190168258,0.675066576037029,0.76968146506879,-0.425230861287451,False
P05546,13,Heparin cofactor 2,SERPIND1,10278128.8467056,21196100.4381669,15299975.3449429,17108345.7444409,7757089.88389257,17260498.8318702,21431474.7923138,27823248.7576955,24748477.2230707,20715571.7722829,11667041.7138469,28546853.9864826,6549844.25133184,17923510.1353783,17779223.6774124,27622399.3482919,42618211.8501801,19972642.7236327,33225103.6557244,37962579.8845799,0,1.32811707168332,0.228001617998647,0.571901342084076,1.24243023627789,False
P05556,15,Integrin beta-1,ITGB1,36949763.8993719,93712688.9889802,35365089.0021235,43746909.1050516,53422128.4683514,46318037.2864757,35687606.5594213,39416412.1882753,52311990.8844668,25235078.2559052,34120608.3289059,59146776.8293389,46554992.9770951,14874212.4883436,69195715.0798193,17102674.9876693,23910929.5394958,12462704.5522796,24208732.5275818,25610619.8707295,0,0.707945145858963,0.0250351847786193,0.259572233750645,-2.41630602747736,False
P05783,25,"Keratin, type I cytoskeletal 18",KRT18,216060643.413808,60772670.6362603,44327849.1539452,29518057.4889397,84072886.8029699,141487544.024867,221082843.991302,302438937.255352,347442493.181206,312004000.053522,121671132.005645,43140143.1566227,62008460.6817383,152602479.137014,196801651.471089,172160178.014959,252212649.920768,128530410.510511,196925185.141979,192504457.156048,0,0.863204812092518,0.881360079589761,0.825812662811676,0.151103849596534,False
P05976,1,"Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3",MYL1;MYL3,1676526.24027451,12943728.0264999,8157736.78532613,13384675.5972588,10247734.2284474,7676166.82085601,8002361.23471199,653754.466057153,6649883.42291798,7767255.72004567,11811071.7125831,20460359.459303,8505598.73319992,11766818.4208589,9308362.10512511,7539941.7851223,5657645.84025986,8368848.54991355,8630160.46120456,21722988.3447629,4,1.47449529643256,0.0892439072584363,0.421730243491225,1.78329394668441,False
P06132,6,Uroporphyrinogen decarboxylase,UROD,1987651.63433453,6050786.24099178,6286276.21457355,3463175.37055779,6073943.85456829,8349714.91175156,3223637.52187805,12549743.2440504,7593126.32135478,5258486.1404767,1792065.05478997,2370767.06082841,2855391.1664714,2380806.59856851,4365804.81568852,7085361.5398019,1616648.80187275,4496098.18955319,5559658.8940586,3746807.66759003,1,0.596178035799867,0.0379121276180537,0.300084413217238,-2.21798033022049,False
P06312,5,Ig kappa chain V-IV region,IGKV4-1,38861687.4195466,40170754.0886829,36433870.0244119,49062731.9740913,24729378.5421578,15816044.5762868,35977075.3741014,28782404.6388863,20256004.8158297,20286762.1708414,65935581.4444629,18493849.5006947,29132882.3710755,31982079.4576687,29294736.7934598,67129170.5356782,40748740.1051621,21572257.002912,35141790.2916441,56634888.2917821,0,1.27608147908055,0.219822075436978,0.560167271859698,1.26539267136444,False
P06331,3,Ig heavy chain V-II region ARH-77;Ig heavy chain V-II region NEWM;Ig heavy chain V-II region WAH,IGHV4-61,1799720.3015871,39374694.7909743,7801602.18773808,11483387.9952578,3078664.53534997,6239538.35049571,5920674.039629,13623104.7941744,4420522.32589165,3188062.67448084,4781322.6604682,10126173.8040552,1825278.18790395,8485135.09202454,9931756.49211143,25976661.6915302,5399928.29968787,4449751.04536355,9763439.46418882,10673967.9178209,2,0.943087187308011,0.720793602425854,0.791883678738125,0.362320964522909,False
P06396,37,Gelsolin,GSN,746121208.98493,559856898.285814,492733052.000602,392114896.746957,472989770.417943,768943086.360701,494261780.389633,599931824.487733,598797625.680532,599813268.62913,488434700.647518,517027116.215121,373764165.742719,520138781.141104,560033258.384123,493169695.334546,689119774.352941,435960797.593048,638109602.373847,537203062.927055,0,0.917457475663833,0.382633373015426,0.653718886424789,-0.892067923725877,False
P06454,5,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,13890734.3054514,7204254.91332867,18883360.6057819,15531325.4992337,5409744.57743066,12260750.55731,5948957.3822668,20934843.6736194,31697494.9982032,16076692.1647756,15563813.4758426,7788677.8195554,21591640.6740312,19236795.00818,15195967.0946385,7140295.02356984,3139150.89896759,15600703.8561289,29272571.2940857,16048454.4690674,0,1.01853317818064,0.99491419918071,0.843797505224354,0.00645175451396512,False
P06681,8,Complement C2;Complement C2b fragment;Complement C2a fragment,C2,6150765.45725955,719632.70127252,1812552.61089839,91565.4428072942,1649297.80825751,187490.723483713,526194.586593592,517463.309868602,879635.793790822,719439.810318989,4445717.75020754,9318876.83411485,3706858.33917747,476348.727738692,1272633.33251864,788185.927349909,672130.287971188,3003039.82159432,2480790.83762887,3338394.48060942,5,2.22596131039838,0.0300097820331806,0.27325797600272,2.33048302180917,False
P06702,5,Protein S100-A9,S100A9,21244256.727996,11469301.9761238,4905937.93086201,8447921.26831102,8106896.01280046,8224502.34818216,9621313.0380758,21463796.2455205,4910656.01891115,30516838.8210947,30018253.346339,2524679.60091756,9113881.59117337,10131709.9558282,1504562.64765028,8681303.92035577,16047121.8439376,19559345.2543453,86352310.6077048,21110308.790397,2,1.59057651324995,0.797687061893327,0.812593916944395,0.259673171597527,False
P06703,4,Protein S100-A6,S100A6,373217616.531393,288183273.482596,279117476.62481,199132583.807073,457671597.380423,248939554.35068,259800334.734179,592169273.757236,292921626.403737,329436477.474488,224186562.568487,237130805.393945,302877858.446686,366825385.280164,426634871.446029,415461862.175056,789180938.468187,458777199.035399,303323266.033641,686264251.615882,0,1.26804671327295,0.164282951180086,0.521118528909864,1.44205022488505,False
P06727,22,Apolipoprotein A-IV,APOA4,43964578.6847003,101150203.988106,70475483.1115087,90493291.2604459,32433760.7338783,73486776.0533394,102359158.795598,107533653.537627,105515591.878537,47803267.5597659,57738629.3367093,146609133.090193,31397200.7788204,65615320.3386503,74136717.3181635,30737815.4910046,50958586.7548619,144926244.271544,113446214.288298,30738186.6989843,0,0.962704941618713,0.569565854456906,0.734163542789052,-0.577921409395044,False
P06730,2,Eukaryotic translation initiation factor 4E,EIF4E,1761901.1017419,3084035.0656813,2666156.30608699,2242271.06375355,3242964.29454273,1159608.93750577,278711.191395225,3147439.54065974,4195352.9931273,1914438.13819311,2913540.91764901,2948065.30052119,4286536.70001893,2160990.49889444,3790779.29251637,3646691.69205579,730853.061027611,7373447.95773046,4370687.80584192,919744.988992268,7,1.39878900867389,0.318190369577359,0.617192968220571,1.02289691694799,False
P06733,26,Alpha-enolase,ENO1,1205937003.90958,1218444764.91167,1299818978.36374,1158715354.94318,1254731318.88784,1450290434.39383,1326414121.59404,1101268950.42727,1389635643.5181,1010603530.36466,1122406805.74465,1168680368.11103,979570425.457692,1291345829.81595,1201192627.24685,1148691637.19426,1323977301.12845,1198647701.5652,1101334225.71894,1026708138.50416,0,0.931272981987255,0.295543406380717,0.606788483851314,-1.07324328359023,False
P06737,46,"Glycogen phosphorylase, liver form",PYGL,360584186.322279,526690485.245758,463982217.482903,295029250.122893,354768063.991275,458869558.970683,460164178.752108,270332546.568042,373090976.0893,330230075.337187,242805420.280591,322499518.315098,254963263.568512,388129954.200409,297862349.681341,337066415.945017,409847799.846339,348062800.832651,318340691.748056,363615842.613112,0,0.843197737765989,0.0974637332511968,0.427872205634169,-1.73598695328633,False
P06744,25,Glucose-6-phosphate isomerase,GPI,661817821.929847,779042917.238062,561656927.575367,472468347.76046,542209794.278349,534912316.062139,545188385.608414,259487301.465589,426856241.078969,353164386.680225,448419672.281255,493385717.262938,426884671.245842,350214395.591002,393010613.966835,449404256.822317,390462015.068427,500914831.963782,433409497.89745,371932789.196676,0,0.82892749982982,0.126108672158579,0.476445128823285,-1.59408222273194,False
P06748,9,Nucleophosmin,NPM1,69190374.4158244,44172300.6200805,54257824.8800308,38414872.8681722,46660719.8318976,99029343.1789311,79010886.2075087,98405786.9153726,108663932.661037,110763587.408121,55675039.2736178,51163070.9932558,55233195.446064,104672932.265849,54923475.4369953,66001787.3474833,68765686.5594238,52052520.1597052,116691398.01049,76837169.7137581,0,0.937810255749578,0.761783301904743,0.805958734729428,-0.30717897840175,False
P06753,16,Tropomyosin alpha-3 chain,TPM3,42741092.5659782,90680471.3354906,36540123.108499,28751705.635717,38186311.1998502,62577100.8906457,58224702.9275761,33725878.5941376,42025731.879885,77972657.2325698,38644990.752947,55599214.5037339,30848811.1644447,81166814.7811861,34134548.2311357,50584897.8107944,37126470.3198079,36058078.1795432,48711559.8299873,52088777.5854109,0,0.909152775536757,0.664621708586184,0.76714524248479,-0.439839920250573,False
P06756,8,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,1443061.41623801,5322727.08041805,1371649.18829736,1702403.62316745,1077666.41549715,716572.836190678,1501837.19983137,4189692.9864363,6015597.69993711,2266783.89248223,7206782.29045424,5090067.76366161,3956744.78906947,3522881.21796081,7717099.57553445,3848207.48873916,1544963.61579596,1021252.94417144,6882207.78711743,1055382.68698061,9,1.6340832036481,0.113748114030239,0.456900432304926,1.65156808009304,False
P06865,6,Beta-hexosaminidase subunit alpha,HEXA,7144755.83032583,1048444.42207451,1418681.80345946,2795935.16580917,4003404.73080648,2696314.61042233,2677876.83402858,4460547.1266195,2556956.44991465,8886295.39534718,2833566.48367803,3574589.11800442,2775653.53806631,1854601.72589885,767474.399754045,1466429.32528805,2028596.72840336,1165600.71714594,3388428.15992946,1639825.74099723,8,0.570316135206773,0.0912029134150058,0.423185026411948,-1.77168869235863,False
P07099,21,Epoxide hydrolase 1,EPHX1,166903797.380257,293610207.503936,123830156.776799,165192600.462655,56234577.9803477,155640277.640179,255014560.921274,127429483.230727,149139001.760848,147215737.975451,110852024.103437,253198300.791652,145813513.179102,234778337.010225,152451169.121059,273526434.513847,235375736.845138,227985429.097279,153656068.846084,185382283.425669,0,1.2029062216468,0.1787783288888,0.528663623258471,1.39184966658719,False
P07108,7,Acyl-CoA-binding protein,DBI,292139015.198904,282094318.8954,323509390.138278,370118761.044444,251020383.969684,309025668.012689,344136120.05414,375805345.929431,123683617.087414,225688561.92821,94375886.5997011,233343853.616707,209934663.803781,208413264.098159,123672505.411008,163787922.16697,237709210.938776,322525099.180999,254358176.225357,191070729.732225,0,0.703843850190266,0.0195657802413154,0.236659049950114,-2.5312898556497,False
P07195,19,L-lactate dehydrogenase B chain,LDHB,764588240.33267,1427349032.35963,1279943401.45802,929307008.92346,1040153362.70903,1258492376.21444,1237665803.05316,903598687.356427,784222304.406612,561147046.713766,832340518.304831,773755397.05627,779142866.397144,526865735.087935,803715162.221947,701788478.463715,928722689.267707,1056714887.52389,683609782.478748,655790906.232687,0,0.760071791597152,0.0333838706412189,0.278298604360059,-2.27946873553088,False
P07203,13,Glutathione peroxidase 1,GPX1,144716788.494843,188569611.054749,197302601.877707,216707874.545297,182201844.483245,168692095.707159,179462370.866247,86409898.2311862,137116537.759411,107655884.85335,125031835.82268,163758614.709969,161883603.307283,139033907.255624,164666344.344584,120778102.413584,146308825.671068,157529265.865866,141976787.845903,115202653.55494,0,0.89267668059493,0.381032369661369,0.652327234436603,-0.895130406310483,False
P07225,6,Vitamin K-dependent protein S,PROS1,46294679.4838504,1722724.62803918,43198128.8628421,37726537.6649607,56610271.1091313,52851904.745616,18106315.8294133,20788007.8135624,20798358.9879615,41747248.9117248,38882381.1887764,945534.234637316,15057738.9209965,22477963.7280164,24918610.7620358,2095028.57077016,29248302.7836735,25416943.954864,1798457.15604088,4325807.86749769,5,0.486007352314497,0.0524769503550203,0.347692777049084,-2.05757753741868,False
